david murphy	19840301	1.87	183			12367	david murphy	
paul mcshane	19780111	1.96	73			12368	paul mcshane	
silva	19790805	1.76				12211	wellington santos da silva	
titus bramble	19810731	1.82				9936	titus bramble	
rafael van der vaart	19601109	1.75				1081	rafael van der vaart	
jack	19850116	1.88		midfielder		8874	jack rodwell	
jamie ashdown	19801130		90			4798	jamie ashdown	
ibrahim	19760330	1.81				6113	ibrahim ba	
jonathan reis	19890606	1.82				7138	jonathan reis	
c. cole	19590502	1.89				4439	carlton cole	
l. owusu	19820331	1.95	100			1305	lloyd owusu	
leon osman	19810517	1.73				2771	leon osman	
michael ballack	19730129	1.88				1001	michael ballack	
georgios samaras	19850221	1.75		forwarder		4704	georgios samaras	
simone	19760405	1.83	74			3369	simone inzaghi	
robbie savage	19741018	1.72	82			1193	robbie savage	
christoph spycher	19770930		82			2712	christoph spycher	
i. cordoba	19820705	1.75				12251	ivan cordoba	
robson ponte	19411231		80			9291	robson ponte	
stelios giannakopoulos	19740712	1.75	68			3078	stelios giannakopoulos	
jones	19811103	1.84		midfielder		11942	jermaine jones	
vincent	19731024	1.7	72			5865	vincent candela	
ferguson	19780202	1.78				604	barry ferguson	
patrice	19790930	1.75		defender		12220	patrice evra	
westermann	19830814	1.90				276	heiko westermann	
ivanschitz	19831015	1.75				417	andreas ivanschitz	
g. speed	19890401	1.85	72			11752	gary speed	
s. warnock	19781112	1.78				3311	stephen warnock	
parker	19450911	1.75	77			3150	scott parker	
lee	19910311	1.76				7126	lee martin	
victor anichebe	19810502	1.67				10361	victor anichebe	
anthony stokes	19651130	1.8				12369	anthony stokes	
tomasz	19900102	1.75				6835	tomasz kupisz	
jonathan zebina	19810120	1.96				12221	jonathan zebina	
antonio	19700630	2.02	80			9679	antonio chimenti	
shola ameobi	19811012	1.83	78			5579	shola ameobi	
jong	19841130		95			4589	nigel de jong	
m. acimovic		1.84	71			12370	milenko acimovic	
klein	19760104	1.82	78			12371	chris klein	
thomas hitzlsperger	19820302		75			5287	thomas hitzlsperger	
w. brown	19791013	1.94				8073	wes brown	
massimo maccarone	19790906	1.80	81			9055	massimo maccarone	
m. melchiot	19761104		86			11665	mario melchiot	
rosicky	19801004	1.78	77	midfielder		12372	tomas rosicky	
john	19810430	1.7				3316	john o'shea	
antoine sibierski	19740805	1.85				5574	antoine sibierski	
m. vaio	19830423	1.75				8009	marco di vaio	
michael ball	19780227	1.93	78			11550	michael ball	
s. carson	19810128	1.91				2311	scott carson	
fabrizio	19790627	1.68	70			6328	fabrizio miccoli	
johnson	19870714	1.78	81			12373	adam johnson	
d. ashton	19831124		80			8641	dean ashton	
thierry henry	19770817	1.8				7349	thierry henry	
mohamed zidan	19890902	1.83	74			8766	mohamed zidan	
barazite	19900527	1.83				12374	nacer barazite	
edman	19781111	1.82				5055	erik edman	
giuseppe rossi	19711031	1.73	70			5319	giuseppe rossi	
wayne rooney	19560101	1.76		forwarder		4690	wayne rooney	
esteban cambiasso	19800818	1.78				9766	esteban cambiasso	
jason	19790925		63			6470	jason koumas	
frank de boer	19700515		81			10353	frank de boer	
francesco totti	19550925	1.87	72			3434	francesco totti	
steve	19821214	1.83				770	steve sidwell	
theofanis gekas	19800523	1.79	98			12173	theofanis gekas	
a. nocerino	19790108	1.75		midfielder		1668	antonio nocerino	
tomas ujfalusi	19760701	1.85	81			12375	tomas ujfalusi	
matteo darmian	19891202	1.73				5972	matteo darmian	
abdoulaye meite	19770902	1.86				12252	abdoulaye meite	
paulo	19880321	1.83	71	defender		12222	paulo ferreira	
a. dossena	19601107	1.52				771	andrea dossena	
mario balotelli	19700619	1.91		forwarder		3873	mario balotelli	
costinha		1.83	77			5589	costinha	
pierre van hooijdonk	19780704	1.8				3567	pierre van hooijdonk	
rory delap	19760706	1.83	82			7567	rory delap	
shaun	19811025	1.66				11045	shaun wright-phillips	
edwin van der sar	19840813	1.85				12253	edwin van der sar	
luigi di biagio	19710603		57			8301	luigi di biagio	
nen?		1.81	96			12414	nen?	
vitor baia	19830918	1.75	86			12254	vitor baia	
martin petrov	19790115	1.80	77			12174	martin petrov	
camara	19820817	1.85				8113	henri camara	
k. commons		1.84	64	midfielder		10036	kris commons	
m. scholl	19660424	1.77	77			7579	mehmet scholl	
yuri	19830820	1.93				5200	yuri zhirkov	
p. neville	19770121	1.55	98			5951	phil neville	
r. jaidi	19800906	1.92				12255	radhi jaidi	
robert kovac	19841215	1.91				12377	robert kovac	
chris kirkland	19900202	1.72	84			2519	chris kirkland	
roman	19450911		76			10347	roman kienast	
eichner	19750205	1.75				6406	christian eichner	
noe pamarot	19790414	1.72	79			12256	noe pamarot	
amoroso	19411231		78			12257	marcio amoroso	
wiltord	19810515	1.71	103			306	sylvain wiltord	
stilian petrov	19790705	1.75				12258	stilian petrov	
stewart	19840722	1.83	75			11366	stewart downing	
mandanda	19850328	1.85				9042	steve mandanda	
michael	19870731	1.83				12379	michael bradley	
luke moore	19860213	1.88	98			4070	luke moore	
jonny evans	19810706	1.89		defender		12223	jonny evans	
daryl murphy	19830315	1.8	74			3026	daryl murphy	
fernando couto	19690802	1.83	77			6236	fernando couto	
david	19880302	1.88	70			7492	david cotterill	
alves	19821211	1.78	71			8530	afonso alves	
s. reid	19840205	1.88	83			1497	steven reid	
r. carlos	19450911	1.81				12380	roberto carlos	
lee	19770103	1.76				8819	lee bowyer	
mancini	19800801	1.92				12214	mancini	
d. braaten	19820525	1.88				9068	daniel braaten	
l. modric		1.77		midfielder		12318	luka modric	
lewis price	19840719	1.85	77			3806	lewis price	
andreas	19811003	1.92				6078	andreas isaksson	
jerzy	19730323	1.88	80			1684	jerzy dudek	
keith andrews	19800913	1.78	70			11979	keith andrews	
patrick	19830604	1.79				12381	patrick boyle	
jonathan greening		1.80	77			1673	jonathan greening	
zdenek grygera	19800514	1.74				12319	zdenek grygera	
v. bojinov	19660726		85			8938	valeri bojinov	
julio arca	19800131		71			6374	julio arca	
david	19640703	1.7				11733	david jones	
sean davis	19790920	1.78	74			8367	sean davis	
xabi alonso	19791127	1.73		midfielder		10271	xabi alonso	
paolo cannavaro	19771110	1.84				3703	paolo cannavaro	
shabani nonda	19801130	1.85	68			10647	shabani nonda	
theo	19670118	1.8		forwarder		11608	theo walcott	
alessandro	19810827	1.85				9967	alessandro gamberini	
ryan taylor	19760701	1.96	67			2636	ryan taylor	
cristiano zanetti	19770414	1.86	65			11377	cristiano zanetti	
b. zenden	19811012		85			2911	boudewijn zenden	
olivier veigneau	19731129	1.81				4833	olivier veigneau	
j. cruz	19870416	1.91	80			12382	julio cruz	
robin	19550925	1.76	76	forwarder		12320	robin van persie	
andrew johnson	19700529	1.83				12224	andrew johnson	
scholes	19741116	1.71		midfielder		7779	paul scholes	
m. rensing	19840514	1.88	82			9997	michael rensing	
ben foster	19760815	1.86				2505	ben foster	
tim wiese	19811217	1.85	71			8106	tim wiese	
clement	19781003		74			6131	neil clement	
r. marquez	19790302	1.8				12259	rafael marquez	
kevin campbell	19851002	1.82	75			5874	kevin campbell	
joan capdevila	19780203	1.96	75			4077	joan capdevila	
schneider	19731117	1.83				12383	bernd schneider	
f. torres	19840320	1.75		forwarder		3326	fernando torres	
f. morientes	19760405	1.86				10524	fernando morientes	
l. magnin	19770809	1.7				1016	ludovic magnin	
paul hartley	19840307		71			9642	paul hartley	
igor akinfeev	19860408	1.76	85			4544	igor akinfeev	
j. barton	19760422	1.78	85			9515	joey barton	
emile	19861125	1.8	78			1057	emile heskey	
jens	19810215		61			11680	jens jeremies	
b. schweinsteiger	19730503	1.78		midfielder		7333	bastian schweinsteiger	
javier	19840608	1.85		midfielder		1647	javier mascherano	
abbiati	19770708	1.81	77	goalkeeper		11286	christian abbiati	
alexandre	19890902	1.73				10728	alexandre pato	
caleb folan	19821026	1.68				5290	caleb folan	
j. gronkjaer	19820520	1.81				12260	jesper gronkjaer	
adebayor	19840226	2.02	75			9184	emmanuel adebayor	
manuel		1.83	75			2809	manuel almunia	
fabio quagliarella	19830131	1.80	76	forwarder		8137	fabio quagliarella	
babayaro	19770207	1.93	73			4615	celestine babayaro	
joe hart	19860205	1.96	72	goalkeeper		6881	joe hart	
stuart	19800924	1.80	74			1289	stuart parnaby	
t. krul	19880403	1.93				10757	tim krul	
maxwell	19810827	1.78	74	defender		12209	maxwell	
gardner	19861125	1.78				924	craig gardner	
jari	19910830	1.93	77			10675	jari litmanen	
christian dailly	19731023	1.72				635	christian dailly	
dida	19450911	1.86				12385	dida	
turan	19660803	1.78				7887	arda turan	
liam	19840721	1.91				3159	liam ridgewell	
fojut	19691209	1.91				12321	jaroslaw fojut	
johnson	19730704	1.91	73			10601	michael johnson	
jonathan woodgate	19800122	1.83				791	jonathan woodgate	
z. knight	19800502	1.85				10291	zat knight	
mario basler	19681218		98			11576	mario basler	
dan gosling	19770529	1.87				7810	dan gosling	
j. belletti	19800913	1.8	76			6792	juliano belletti	
cygan	19830218		72			998	pascal cygan	
andy	19820816	1.91	76			10637	andy todd	
robin nelisse	19780125	1.86	72			9409	robin nelisse	
jovetic	19891102	1.76				12322	stevan jovetic	
j. simunic	19770724	1.8	74	defender		12323	josip simunic	
tommy	19590730	1.8	79			1360	tommy smith	
noureddine naybet	19700210		80			9085	noureddine naybet	
lee carsley	19740228	1.80				5571	lee carsley	
a. stubbs	19711006	1.79				4684	alan stubbs	
gabriel heinze	19820719	1.83				9410	gabriel heinze	
karim haggui	19840120	1.89				2388	karim haggui	
hakan	19560101	1.84	64			10489	hakan yakin	
raul	19780605	1.73	57			12213	raul	
david	19791013	1.77		midfielder		9779	david beckham	
ricardo osorio	19861001	1.74	75			2232	ricardo osorio	
mendes	19790226	1.73	70			8006	pedro mendes	
m. flamini	19840307	1.85		midfielder		10551	mathieu flamini	
fred bennett	19831231	1.65	68			12225	fred bennett	
charles n'zogbia	19860528	1.71	79			2948	charles n'zogbia	
pedersen	19700801	1.83				2145	morten gamst pedersen	
r. shawcross	19840514	1.75				4322	ryan shawcross	
steed	19800106	1.78				4348	steed malbranque	
nicolas anelka	19790314	1.83	100	forwarder		2946	nicolas anelka	
alou diarra	19810715		79			9011	alou diarra	
garcia	19780624		67			12386	luis garcia	
oliver kahn	19690615	1.75				2614	oliver kahn	
wayne	19550925	1.71				5031	wayne routledge	
marco	19730407	1.85	84			2909	marco delvecchio	
s. davies	19850522	1.88	87			11976	simon davies	
per	19790731	1.76				12263	per kroldrup	
lamine	19750702	1.65	73			10189	lamine diatta	
rossi	19830724	1.75	79			3262	daniele de rossi	
lee barnard	19840718	1.78	72			11496	lee barnard	
massimo	19810326	1.86				7575	massimo donati	
t. motta	19820828	1.86		midfielder		9005	thiago motta	
pletikosa	19790108	1.93				11018	stipe pletikosa	
oster	19781208		77			5268	john oster	
lorenzo ariaudo	19890611	1.89				1492	lorenzo ariaudo	
kljestan	19850909	1.93		midfielder		6475	sacha kljestan	
christian	19791208	1.88	81			9587	christian wilhelmsson	
marek	19740327	1.65				12264	marek hamsik	
alan hutton	19841130	1.68				9978	alan hutton	
kanu	19760801	1.97	80			4145	nwankwo kanu	
kakhaber kaladze	19830211	1.75				12195	kakhaber kaladze	
p. pardo	19780911	1.93				12265	pavel pardo	
giorgio chiellini	19840814	1.76		defender		9887	giorgio chiellini	
t. kroos		2.02		midfielder		11058	toni kroos	
marat izmailov	19820921		91	midfielder		1471	marat izmailov	
steve	19790403	1.84	81			3958	steve simonsen	
tim borowski	19800502	1.91				262	tim borowski	
n. zhar	19860827	1.75				2070	nabil el zhar	
danny guthrie	19870418	1.83				5712	danny guthrie	
frey	19800318	1.9	81			12266	sebastien frey	
j. welsh	19791029	1.75	86			12388	john welsh	
m. noble	19870508	1.77				12154	mark noble	
manuel	19860205	1.86	100			11120	manuel fernandes	
alex rodrigo dias da costa	19820617	1.73		defender		12206	alex rodrigo dias da costa	
c. cudicini	19811211	1.88	88			11208	carlo cudicini	
a. piero	19741109	1.93				12226	alessandro del piero	
s. perrotta	19770917	1.73	78			10207	simone perrotta	
a. lennon	19870416	1.76				10986	aaron lennon	
joleon lescott	19820816	1.96	75	defender		12227	joleon lescott	
stephane	19810109	1.88	72			12267	stephane henchoz	
donovan ricketts	19770607	1.72				925	donovan ricketts	
niko	19840813	1.84		midfielder		12324	niko kranjcar	
f. ribery	19830407	1.70		midfielder		12268	franck ribery	
j. hasselbaink	19720327	1.79	76			803	jimmy floyd hasselbaink	
marko pantelic	19780915	1.83		forwarder		12325	marko pantelic	
roberto abbondanzieri	19871122	1.77				2293	roberto abbondanzieri	
eren	19880612	1.8	70			9212	eren derdiyok	
lucas	19880907	1.85	72			2843	lucas neill	
nani	19861117	1.73	71	midfielder		12203	nani	
javier	19450911		77			2753	javier zanetti	
ian walker	19811025	1.94	79			9809	ian walker	
william	19820402	1.83				10918	william gallas	
kevin nolan	19820624	1.78	73			8138	kevin nolan	
huckerby	19691110	1.73	76			4929	darren huckerby	
greg halford	19841208	1.85	75			11450	greg halford	
iker casillas	19810520			goalkeeper		6650	iker casillas	
b. ivanovic	19880305	1.88		defender		12418	branislav ivanovic	
k. benzema	19871219	1.88		forwarder		4787	karim benzema	
kenny miller	19791223	1.78	90			2943	kenny miller	
obafemi	19841028	1.78				732	obafemi martins	
m. shawky	19811015	1.85				1625	mohamed shawky	
defoe	19821007	1.85				6614	jermain defoe	
agbonlahor	19870504	1.85				12177	gabriel agbonlahor	
potter	19841221		76			6506	darren potter	
upson	19790418	0.76				34	matthew upson	
emerson	19790903	1.91				12208	emerson	
lassana	19850310	1.78	87			1725	lassana diarra	
maurizio	19810220	1.85				7168	maurizio domizzi	
matteo brighi	19820902	1.84	72			12047	matteo brighi	
a. boruc	19780809	1.93	89			2107	artur boruc	
d. ginola		1.85	75			9043	david ginola	
jon dahl tomasson	19760829	1.82				12228	jon dahl tomasson	
gardner	19560101	1.78	74			3999	ricardo gardner	
arnautovic	19660726	1.78				12326	marko arnautovic	
m. dawson	19601109	1.81	100			12390	michael dawson	
samir nasri	19870626	1.78		midfielder		1701	samir nasri	
andreas ottl	19831112	1.91	80			3292	andreas ottl	
geoff horsfield	19731101		77			6977	geoff horsfield	
k. keller	19691127	1.9	80			6900	kasey keller	
brad	19710518	1.85	80			8594	brad friedel	
david rozehnal		1.91	70	defender		2183	david rozehnal	
luke young	19790719	1.82	79			12391	luke young	
jose reina	19590502	1.88				12269	jose reina	
s. govou	19721216	1.99				3743	sidney govou	
dacourt	19810310	1.79	73			1665	olivier dacourt	
petri	19800924	1.83	76			1720	petri pasanen	
reinaldo	19830117		89			12165	reinaldo	
a. young	19771128	1.93		midfielder		12229	ashley young	
g. johnson	19510422		74			295	glen johnson	
h. viana	19830115	1.78		midfielder		255	hugo viana	
milan baros	19811028	1.84	89			12328	milan baros	
michael owen	19810816	1.83				1422	michael owen	
connolly	19811202	1.88	98			636	david connolly	
u. ehiogu	19721103	1.82	83			253	ugo ehiogu	
sander westerveld	19741023	1.74				4227	sander westerveld	
danny webber		1.91	96			11933	danny webber	
yossi benayoun	19790625	1.83				11502	yossi benayoun	
pandev	19780722	2.01	77			7692	goran pandev	
anders svensson	19820921	1.88				12393	anders svensson	
antonio cassano	19840721	1.73				6680	antonio cassano	
terry	19670101	1.87		goalkeeper		6739	john terry	
r. quaresma	19830926	1.73				11126	ricardo quaresma	
piotr	19590502	1.69	74			9356	piotr trochowski	
toldo	19711202	1.74				6603	francesco toldo	
vladimir smicer	19730524	1.72				12329	vladimir smicer	
martin	19800818	2.01				5373	david martin	
anderson silva de franca		1.78	99			12270	anderson silva de franca	
mark hughes	19830916	1.89	71			4846	mark hughes	
zeljko kalac	19770521	1.79	60			12271	zeljko kalac	
s. larsson	19860123	1.19				4196	sebastian larsson	
n. hunt	19830903	1.85	76			1072	nicky hunt	
maniche	19771111	1.79	78			12179	maniche	
timo hildebrand	19880116	1.73		goalkeeper		2710	timo hildebrand	
alessandro nesta	19700811	1.87	79			7139	alessandro nesta	
hamit altintop	19781208			midfielder		12331	hamit altintop	
rami	19890316	1.76				9277	rami shaaban	
f. kanoute	19450911	1.93				12330	frederic kanoute	
keith gillespie	19750218	1.52	61			2389	keith gillespie	
dickson etuhu	19761004	1.93				2850	dickson etuhu	
eagles	19831105	1.83	87			11504	chris eagles	
wesley sneijder	19840609	1.70		midfielder		1623	wesley sneijder	
johann vogel	19770308	1.86	94			8559	johann vogel	
dietmar hamann	19800805	1.73				812	dietmar hamann	
dickov	19671125	1.78	80			555	paul dickov	
jacques abardonado	19780527	1.84				4966	jacques abardonado	
miroslav klose	19780609	1.82				7530	miroslav klose	
eddie	19740517	1.79				12394	eddie lewis	
darijo	19820122		74	goalkeeper		518	darijo srna	
belozoglu	19690802	1.70				12332	emre belozoglu	
d. majstorovic	19770405	1.86				12333	daniel majstorovic	
younes kaboul	19850418	1.90	74			12272	younes kaboul	
cicinho	19800624	1.88	79			12180	cicinho	
pander	19870118	1.89				5499	christian pander	
bruno	19710610	1.88				7303	bruno n'gotty	
f. roma	19740621	1.77				9425	flavio roma	
marco borriello	19611020	1.55	79			3352	marco borriello	
ching	19790108	1.67	72			8310	brian ching	
joaquin		1.89	86			12181	joaquin	
a. meyde	19790930	1.71	78			12273	andy van der meyde	
markus rosenberg	19820927	1.85				5914	markus rosenberg	
ciprian marica		1.78		forwarder		4951	ciprian marica	
robbie fowler	19750409	1.75				7307	robbie fowler	
reiziger	19730503	1.78	82			5335	michael reiziger	
davies	19770326	1.83				7811	kevin davies	
clemens fritz	19790529	1.93				9536	clemens fritz	
mladen petric	19870714	1.75	66			12334	mladen petric	
nuno	19740912	1.88				8402	nuno valente	
claude	19790306	1.95	183			5360	claude davis	
ivan zamorano	19670118		83			12274	ivan zamorano	
robinho	19840125	1.8		forwarder		12182	robinho	
dario		1.74	75			12335	dario simic	
xavi	19730228		67	midfielder		2378	xavi	
bierhoff		1.8	77			10842	oliver bierhoff	
s. spencer	19671021	1.97				12395	scott spencer	
bosko jankovic	19840301	1.78	79			12336	bosko jankovic	
ian harte	19810908	1.77				3630	ian harte	
j. spector	19810404		79			10978	jonathan spector	
gustavo poyet	19890301		74			12275	gustavo poyet	
carles puyol	19790317	1.78		defender		11198	carles puyol	
carlos villanueva	19860205	1.87				12396	carlos villanueva	
f. muamba	19880406	1.73				1393	fabrice muamba	
tomasz kuszczak	19820320	1.78	73			2536	tomasz kuszczak	
anderson	19880413	1.7				12204	oliveira anderson	
richard	19790921	1.83	88			12028	richard dunne	
nuri sahin	19880905	1.83	74	midfielder		12337	nuri sahin	
michael	19751014	1.98				4630	michael duberry	
konchesky	19810515	1.78	79			11064	paul konchesky	
j. carew	19810726	1.97	77			11694	john carew	
david weir	19700510	1.82	80			12397	david weir	
maloney	19830124	1.70	77			10338	shaun maloney	
ante rukavina	19860618			forwarder		7526	ante rukavina	
gianfranco	19810812	1.68	78			7956	gianfranco zola	
steve harper	19690203	1.77	71			5915	steve harper	
g. niedermeier	19860226	1.87				95	georg niedermeier	
adu	19670101	1.78				1575	freddy adu	
ruben		1.7	75			12339	ruben olivera	
johan	19870118	1.92	74			8945	johan djourou	
gary neville	19750218	1.78	73			6904	gary neville	
n. gomes	19880224	1.81	71			5517	nuno gomes	
nikola	19810430	1.91				12340	nikola zigic	
d. yorke	19711103	1.87	77			5392	dwight yorke	
kolo	19810319	1.83	71			12277	kolo toure	
m. salas	19741224	1.73	183			3634	marcelo salas	
david silva	19860108	1.91		midfielder		12230	david silva	
anthony gardner	19800919	1.82				5791	anthony gardner	
marcell jansen		1.91	81			8022	marcell jansen	
fernando gago	19880624		70	midfielder		8240	fernando gago	
juninho	19750130	1.76				12183	juninho	
tony hibbert	19810220	1.75	79			10195	tony hibbert	
steve finnan	19760424	1.78				9989	steve finnan	
giles barnes	19770121	1.9	78			10435	giles barnes	
behrami	19850419	1.85	73			6434	valon behrami	
angelo peruzzi		1.72	79			4622	angelo peruzzi	
philipp degen	19830215	1.84				46	philipp degen	
dave	19590502	1.73				5604	dave kitson	
valencia	19850804	1.84	99	midfielder		4535	antonio valencia	
alan shearer	19700813	1.7				1070	alan shearer	
ze roberto	19411231	1.88	71			12278	ze roberto	
daniel	19560101	1.86				6422	daniel agger	
fredi bobic	19711030	1.75				10467	fredi bobic	
giampaolo	19610321	1.85	76	forwarder		6678	giampaolo pazzini	
vincenzo		1.91	74			8982	vincenzo iaquinta	
arne	19790529	1.88				2058	arne friedrich	
olic	19730819	1.52	75			12341	ivica olic	
franck queudrue	19770726	1.75				6946	franck queudrue	
d. simpson	19870104	1.93				11152	danny simpson	
didier drogba	19730906	1.87	77	forwarder		2725	didier drogba	
samuel	19780323	1.84	70			12231	walter samuel	
ronaldinho	19790421	1.82				12185	ronaldinho	
alberto paloschi	19900104	1.82				5087	alberto paloschi	
rocha	19810715	1.82				10411	ricardo rocha	
i. bennett	19860415	1.91				7928	ian bennett	
armand traore	19891008	1.85				12279	armand traore	
ruud van nistelrooy	19760701	1.77	70			12232	ruud van nistelrooy	
lars jacobsen	19860531	1.81	76			8670	lars jacobsen	
gibson	19871025	1.79				3711	darron gibson	
fabio rochemback	19721006	1.75				12280	fabio rochemback	
c. gordon	19821231	1.73				7974	craig gordon	
cafu	19700607	1.83	91			12186	cafu	
henrik pedersen	19411231	1.81	93			2405	henrik pedersen	
m. desailly	19771015	1.88				4047	marcel desailly	
rafinha	19811203		75	defender		12187	rafinha	
solano		1.75	94			784	nolberto solano	
andrea pirlo	19790519	1.77		midfielder		1025	andrea pirlo	
ebbe sand	19720719	1.93	74			11510	ebbe sand	
taarabt	19800907	1.66				6912	adel taarabt	
maicon	19810726		75	defender		12189	maicon	
afellay	19830115	1.85		midfielder		10852	ibrahim afellay	
sami	19870404	1.87		midfielder		542	sami khedira	
ryan nelsen	19810828	1.73	82			6155	ryan nelsen	
teemu tainio	19860213	1.75				3794	teemu tainio	
c. evans	19800122	1.75				8876	ched evans	
massimo ambrosini	19770529	1.91		midfielder		8979	massimo ambrosini	
louis		1.85	73			216	louis saha	
hendrie	19770518	1.97	72			2154	lee hendrie	
