fabrizio	19790627	1.65	60			6328	fabrizio miccoli	
henry	19770817	1.88	83			7349	thierry henry	
mohamed zidan	19811211	1.72	95			8766	mohamed zidan	
nacer barazite	19900527	1.88	86			12374	nacer barazite	
edman	19781111	1.79	78			5055	erik edman	
giuseppe	19870201	1.73	71			5319	giuseppe rossi	
rooney	19851024	1.78	87			4690	wayne rooney	
esteban cambiasso	19800818	1.77	78			9766	esteban cambiasso	
j. koumas	19790925	1.78	74			6470	jason koumas	
totti	19760927	1.8	82			3434	francesco totti	
sidwell	19821214	1.78	70			770	steve sidwell	
gekas	19800523	1.79	77			12173	theofanis gekas	
antonio nocerino	19850409	1.79	90			1668	antonio nocerino	
ujfalusi	19780324	1.85	76			12375	tomas ujfalusi	
darmian	19891202	1.82	57			5972	matteo darmian	
abdoulaye	19801006	1.85	68			12252	abdoulaye meite	
ferreira	19790118	1.8	76	defender	cascais portugal	12222	paulo ferreira	
andrea dossena	19810911	1.81	66			771	andrea dossena	
mario balotelli	19900812	1.89	88			3873	mario balotelli	
costinha	19741201	1.81	92			5589	costinha	
r. delap	19760706	1.83	88			7567	rory delap	
shaun wright-phillips	19811025	1.68	67			11045	shaun wright-phillips	
edwin van der sar	19701029	1.97	88			12253	edwin van der sar	
m. petrov	19790115	1.8	68			12174	martin petrov	
h. camara	19770510	1.76	69			8113	henri camara	
k. commons	19830830	1.68	64			10036	kris commons	
y. zhirkov	19830820	1.85	71			5200	yuri zhirkov	
phil	19770121	1.8	98			5951	phil neville	
emmanuel eboue	19830604	1.78	183			12376	emmanuel eboue	
radhi jaidi	19750830	1.92	76			12255	radhi jaidi	
robert kovac	19740406	1.82	70			12377	robert kovac	
chris	19810502	1.91	84			2519	chris kirkland	
noe pamarot	19790414	1.8	72			12256	noe pamarot	
christian	19821124	0.76	93			6406	christian eichner	
wiltord	19740510	1.74	103			306	sylvain wiltord	
petrov	19790705	1.78	88			12258	stilian petrov	
downing	19840722	1.8	96			11366	stewart downing	
steve mandanda	19850328	1.85	79			9042	steve mandanda	
michael bradley	19870731	1.65	66			12379	michael bradley	
l. moore	19860213	1.8	76			4070	luke moore	
d. murphy	19830315	1.89	78			3026	daryl murphy	
afonso alves	19810130	1.8	85			8530	afonso alves	
s. reid	19810310	1.8	83			1497	steven reid	
roberto	19730410	1.81	70			12380	roberto carlos	
l. bowyer	19770103	1.76	62			8819	lee bowyer	
braaten	19820525	1.84	80			9068	daniel braaten	
mancini	19800801	1.83	82			12214	mancini	
luka	19850909	1.74	67	midfielder	zadar kro croatia	12318	luka modric	
lewis	19840719	1.91	64			3806	lewis price	
marouane	19871122	1.94	83			4215	marouane fellaini	
kieran	19841121	1.75	69			11287	kieran richardson	
andreas isaksson	19811003	1.99	88			6078	andreas isaksson	
j. dudek	19730323	1.87	80			1684	jerzy dudek	
andrews	19900913	1.76	96			11979	keith andrews	
jonathan	19790102	1.8	70			1673	jonathan greening	
bojinov	19860215	1.78	78			8938	valeri bojinov	
grygera	19800514	1.74	78			12319	zdenek grygera	
julio arca	19810131	1.75	69			6374	julio arca	
sean davis	19790920	1.75	61			8367	sean davis	
xabi alonso				midfielder	tolosa guipazcoa spain	10271	xabi alonso	
paolo cannavaro	19810626	1.85	92			3703	paolo cannavaro	
s. nonda	19770603	1.82				10647	shabani nonda	
theo	19890316	1.76	102			11608	theo walcott	
a. gamberini	19810827	1.85	78			9967	alessandro gamberini	
taylor	19840819	1.55	67			2636	ryan taylor	
cristiano	19770410	1.8	92			11377	cristiano zanetti	
zenden	19760515	1.72	85			2911	boudewijn zenden	
olivier veigneau	19850616	1.74	72			4833	olivier veigneau	
cruz	19741010	1.9	78			12382	julio cruz	
persie	19830806	1.83	71			12320	robin van persie	
andrew	19860801	1.78	57			12224	andrew johnson	
tim wiese	19811217	1.93	96			8106	tim wiese	
clement	19781003	1.83	94			6131	neil clement	
joan	19780203	1.82	60			4077	joan capdevila	
bernd	19731117	1.76	74			12383	bernd schneider	
torres	19840320	1.86	103	forwarder	fuenlabrada madrid spain	3326	fernando torres	
f. morientes	19760504	1.86	79			10524	fernando morientes	
l. magnin	19790420	1.85	74			1016	ludovic magnin	
igor akinfeev	19860804	1.83	71			4544	igor akinfeev	
emile	19780111	1.88	84			1057	emile heskey	
bastian schweinsteiger	19840801	1.83	79	midfielder	kolbermoor germany	7333	bastian schweinsteiger	
j. mascherano	19840608	1.78	99	midfielder	san lorenzo santa fe argentina	1647	javier mascherano	
christian abbiati	19770708	1.91	92			11286	christian abbiati	
alexandre pato	19890902	1.8	90			10728	alexandre pato	
folan	19821026	1.88	86			5290	caleb folan	
adebayor	19840226	1.9	91			9184	emmanuel adebayor	
fabio	19830131	1.82	68			8137	fabio quagliarella	
m. almunia	19770519	1.91	86			2809	manuel almunia	
joe hart	19870419	1.96	91			6881	joe hart	
tim	19880403	1.88	81			10757	tim krul	
c. gardner	19861125	1.78	71			924	craig gardner	
litmanen	19710120	1.81	81			10675	jari litmanen	
c. dailly	19731023	1.83	95			635	christian dailly	
dida	19731007	1.82	67			12385	dida	
arda	19870130	1.76				7887	arda turan	
ridgewell	19840721	1.78	65			3159	liam ridgewell	
johnson	19730704	1.8	75			10601	michael johnson	
jonathan woodgate	19800122	1.83	80			791	jonathan woodgate	
zat knight	19800502	1.98	93			10291	zat knight	
basler	19681218	1.86	98			11576	mario basler	
juliano belletti	19730620	1.79	74			6792	juliano belletti	
pascal	19740429	1.92	95			998	pascal cygan	
robin nelisse	19780125	1.88	93			9409	robin nelisse	
jovetic	19891102	1.83	61			12322	stevan jovetic	
josip simunic	19780218	1.8	89			12323	josip simunic	
tommy smith	19800522	2.01	79			1360	tommy smith	
placente	19770424	1.76	72			11358	diego placente	
l. carsley	19740228	1.78	90			5571	lee carsley	
lubos kalouda	19870520	1.76	99			12262	lubos kalouda	
michael brown	19770125	1.73	67			9629	michael brown	
g. heinze	19780419	1.78	72			9410	gabriel heinze	
k. haggui	19840120	1.9	100			2388	karim haggui	
george mccartney	19810424	1.83	79			1925	george mccartney	
hugo almeida	19840523	1.91	74			5180	hugo almeida	
osorio	19800330	1.73	84			2232	ricardo osorio	
p. mendes	19790226	1.73	77			8006	pedro mendes	
m. flamini	19840703	1.78	183			10551	mathieu flamini	
fred bennett	19831003	1.65	68			12225	fred bennett	
pennant	19830115	1.73	64			1880	jermaine pennant	
charles	19860528	1.7				2948	charles n'zogbia	
shawcross	19871004	1.83	88			4322	ryan shawcross	
morten gamst pedersen	19810908	1.8	91			2145	morten gamst pedersen	
steed malbranque	19800106	1.72	73			4348	steed malbranque	
nicolas	19790314	1.84	77			2946	nicolas anelka	
alou diarra	19810715	1.9	102			9011	alou diarra	
l. garcia	19780624	1.19	67			12386	luis garcia	
mathijsen	19800405	1.82	80			1477	joris mathijsen	
oliver kahn	19690615	1.88	73			2614	oliver kahn	
routledge	19850607	1.7	64			5031	wayne routledge	
diego forlan	19790519	1.8	77			7650	diego forlan	
simon davies	19791023	1.75	72			11976	simon davies	
marco delvecchio	19730704	1.86	83			2909	marco delvecchio	
richard	19780613	1.83	86			320	richard kingson	
per	19790731	1.87	82			12263	per kroldrup	
lee cattermole	19880321	1.78	76			9848	lee cattermole	
d. rossi	19830724	1.84	82			3262	daniele de rossi	
thiago	19820828	1.87	83			9005	thiago motta	
s. pletikosa	19790108	1.92	87			11018	stipe pletikosa	
john oster	19781208	1.75	96			5268	john oster	
sacha kljestan	19850909	1.85	60			6475	sacha kljestan	
lorenzo	19890611	1.86	65			1492	lorenzo ariaudo	
wilhelmsson	19791208	1.77	90			9587	christian wilhelmsson	
marek hamsik	19870722	1.83	97			12264	marek hamsik	
alan	19841130	1.85	64			9978	alan hutton	
nwankwo kanu	19760801	1.97	80			4145	nwankwo kanu	
pavel pardo	19760726	1.75	86			12265	pavel pardo	
giorgio chiellini	19840814	1.86	76			9887	giorgio chiellini	
toni	19900104	1.82	65	midfielder	greifswald germany	11058	toni kroos	
marat izmailov	19820921	1.72	91			1471	marat izmailov	
steve	19790403	1.88	61			3958	steve simonsen	
zinedine	19720623	1.85	60			2277	zinedine zidane	
d. guthrie	19870418	1.75	183			5712	danny guthrie	
nabil el zhar	19860827	1.75	89			2070	nabil el zhar	
sebastien frey	19800318	1.89	85			12266	sebastien frey	
mark noble	19870508	1.8	76			12154	mark noble	
john	19840110	1.85	86			12388	john welsh	
fernandes	19860205	1.75	69			11120	manuel fernandes	
a. souza	19411231			midfielder	 brazil	12207	alexsandro de souza	
healy	19790805	1.94	74			12389	david healy	
carlo	19730906	1.85	88			11208	carlo cudicini	
a. piero	19741109	1.68	73			12226	alessandro del piero	
simone perrotta	19770917	1.78	72			10207	simone perrotta	
aaron lennon	19860416	1.65	98			10986	aaron lennon	
lescott	19820816	1.88	83			12227	joleon lescott	
n. kranjcar	19840813	1.85	82			12324	niko kranjcar	
f. ribery	19830407	1.7	72			12268	franck ribery	
roberto abbondanzieri	19720819	1.85	59			2293	roberto abbondanzieri	
derdiyok	19880612	1.83	81			9212	eren derdiyok	
lucas	19780309	1.85	68			2843	lucas neill	
nani	19861117	1.75	78			12203	nani	
zanetti	19730810	1.78	75			2753	javier zanetti	
william gallas	19770817	1.81	72			10918	william gallas	
ian	19711031	1.94	100			9809	ian walker	
d. huckerby	19760423	1.8	99			4929	darren huckerby	
greg halford	19841208	1.91	83			11450	greg halford	
casillas	19810520	1.85	70	goalkeeper	mastoles spain	6650	iker casillas	
branislav	19840222	1.88	96	defender	sremska mitrovica serbia	12418	branislav ivanovic	
karim benzema	19871217	1.84	60	forwarder	lyon france	4787	karim benzema	
miller	19791223	1.78	90			2943	kenny miller	
o. martins	19841028	1.75	74			732	obafemi martins	
darren	19841221	1.85				6506	darren potter	
gabriel agbonlahor	19861013	1.8	78			12177	gabriel agbonlahor	
matthew upson	19790418	1.85	72			34	matthew upson	
emerson	19760404	1.91	84			12208	emerson	
diarra	19850310	1.73	68			1725	lassana diarra	
maurizio domizzi	19800628	1.87	85			7168	maurizio domizzi	
matteo brighi	19810214	1.8	78			12047	matteo brighi	
boruc	19800220	1.93	86			2107	artur boruc	
tomasson	19760829	1.82	74			12228	jon dahl tomasson	
m. dawson	19831118	1.81	102			12390	michael dawson	
nasri	19870620	1.77	75			1701	samir nasri	
andreas	19850301	1.85	77			3292	andreas ottl	
horsfield	19731101	1.83	77			6977	geoff horsfield	
kasey	19691127	1.88	73			6900	kasey keller	
b. friedel	19710518	1.93	74			8594	brad friedel	
rozehnal	19800705	1.91	94			2183	david rozehnal	
sidney	19790727	1.75	66			3743	sidney govou	
olivier	19740925	1.79	73			1665	olivier dacourt	
petri pasanen	19800924	1.85	76			1720	petri pasanen	
leandro	19810317	1.72	61			5748	leandro romagnoli	
reinaldo	19800608	1.92	78			12165	reinaldo	
ashley	19850709	1.75	65			12229	ashley young	
milan baros	19811028	1.84				12328	milan baros	
michael owen	19791214	1.75	65			1422	michael owen	
traianos	19760131	1.97	93			1949	traianos dellas	
david connolly	19770606	1.75	98			636	david connolly	
u. ehiogu	19721103	1.88	90			253	ugo ehiogu	
sander westerveld	19741023	1.9	88			4227	sander westerveld	
danny	19811228	1.78	96			11933	danny webber	
yossi benayoun	19800505	1.78	85	midfielder	beer sheeva israel	11502	yossi benayoun	
g. pandev	19830727	1.84	63			7692	goran pandev	
svensson	19760717	1.77	93			12393	anders svensson	
a. cassano	19820712	1.75	81			6680	antonio cassano	
ji-sung	19810225	1.78	73			3220	park ji-sung	
john	19801207	1.85	88	goalkeeper	barking england	6739	john terry	
ricardo quaresma	19830926	1.73	69			11126	ricardo quaresma	
p. trochowski	19840322	1.69	89			9356	piotr trochowski	
francesco	19711202	1.96	95			6603	francesco toldo	
vladimir smicer	19750524	1.8	71			12329	vladimir smicer	
anderson silva de franca	19820828	1.88	99			12270	anderson silva de franca	
zeljko kalac	19721216	2.02	60			12271	zeljko kalac	
sebastian	19850606	1.78	65			4196	sebastian larsson	
nicky	19830903	1.85	94			1072	nicky hunt	
maniche	19771111	1.76	72			12179	maniche	
timo hildebrand	19790415	1.86	62			2710	timo hildebrand	
alessandro	19760319	1.87	79			7139	alessandro nesta	
altintop	19821208	1.83				12331	hamit altintop	
f. kanoute	19770902	1.92	103			12330	frederic kanoute	
d. etuhu	19820608	1.88	82			2850	dickson etuhu	
eagles	19851119	1.83	67			11504	chris eagles	
wesley sneijder	19840609	1.7	81			1623	wesley sneijder	
johann vogel	19770308	1.75	94			8559	johann vogel	
klose	19780609	1.82	81			7530	miroslav klose	
lewis	19740517	1.77	83			12394	eddie lewis	
emre belozoglu	19800907	1.7				12332	emre belozoglu	
darijo srna	19820501	1.82	98			518	darijo srna	
cicinho	19800624	1.71	78			12180	cicinho	
christian pander	19830828	1.86	87			5499	christian pander	
flavio roma	19740621	1.91	83			9425	flavio roma	
marco borriello	19820618	1.55	73			3352	marco borriello	
brian ching	19780524	1.85	72			8310	brian ching	
s. castillo	19820515	1.8	77			4843	segundo castillo	
a. meyde	19790930	1.78	77			12273	andy van der meyde	
rubin okotie	19870606	1.88				4857	rubin okotie	
robbie fowler	19750409	1.8	74			7307	robbie fowler	
kevin davies	19770326	1.83	99			7811	kevin davies	
c. fritz	19801207	1.83	63			9536	clemens fritz	
mladen petric	19810101	1.84	80			12334	mladen petric	
nuno	19740912	1.83	62			8402	nuno valente	
claude	19790306	1.91	183			5360	claude davis	
robinho	19840125	1.72	66			12182	robinho	
simic	19751112	1.8	74			12335	dario simic	
xavi	19861121	1.82	76	midfielder	terrassa spain	2378	xavi	
oliver	19680501	1.9	97			10842	oliver bierhoff	
b. jankovic	19840301	1.88	79			12336	bosko jankovic	
ian harte	19770831	1.77	59			3630	ian harte	
jonathan	19860103	1.85	79			10978	jonathan spector	
carles	19780413	1.78	61	defender	pobla de segur spain	11198	carles puyol	
carlos villanueva	19860205	1.74	84			12396	carlos villanueva	
fabrice muamba	19880406	1.88	57			1393	fabrice muamba	
tomasz kuszczak	19820320	1.91	65			2536	tomasz kuszczak	
dunne	19790921	1.88	88			12028	richard dunne	
nuri sahin	19880905	1.8	92			12337	nuri sahin	
michael duberry	19751014	1.85	64			4630	michael duberry	
paul konchesky	19810515	1.75	67			11064	paul konchesky	
john	19790905	1.95	98			11694	john carew	
d. weir	19700510	1.93	81			12397	david weir	
l. andreasen	19830423	1.88	103			9807	leon andreasen	
maloney	19830124	1.73	77			10338	shaun maloney	
gustavo nery	19770722	1.82	86			12276	gustavo nery	
rukavina	19860618	1.87	69			7526	ante rukavina	
shorey	19810219	1.75	78			11314	nicky shorey	
claude makelele	19730218	1.7	67			12338	claude makelele	
steve harper	19750314	1.88	81			5915	steve harper	
georg	19860226	1.88	67			95	georg niedermeier	
freddy	19890602	1.73	64			1575	freddy adu	
r. olivera	19830504	1.8	100			12339	ruben olivera	
johnson	19710210	1.7	71			12398	andy johnson	
n. gomes	19760705	1.81	72			5517	nuno gomes	
johan djourou	19870118	1.91	85			8945	johan djourou	
g. neville	19750218	1.8	83			6904	gary neville	
n. zigic	19800925	2.02	90			12340	nikola zigic	
dwight	19711103	1.78	70			5392	dwight yorke	
toure	19810319	1.83	76			12277	kolo toure	
marcelo salas	19741224	1.73	67			3634	marcelo salas	
david	19860108	1.72	81			12230	david silva	
anthony gardner	19810808	1.96	68			5791	anthony gardner	
jansen	19851104	1.91	83			8022	marcell jansen	
fernando gago	19860410	1.78	66			8240	fernando gago	
juninho	19750130	1.99	82			12183	juninho	
hibbert	19810220	1.75	72			10195	tony hibbert	
giles barnes	19880805	1.83	78			10435	giles barnes	
behrami	19850419	1.84	72			6434	valon behrami	
angelo	19700216	1.81	75			4622	angelo peruzzi	
philipp	19830215	1.84	81			46	philipp degen	
dave kitson	19800121	1.91	79			5604	dave kitson	
a. valencia	19850804	1.75	70			4535	antonio valencia	
alan shearer	19700813	1.83	99			1070	alan shearer	
ze roberto	19740706	1.72	71			12278	ze roberto	
daniel agger	19841212	1.89	80			6422	daniel agger	
giampaolo pazzini	19840802	1.8	74			6678	giampaolo pazzini	
v. iaquinta	19791121	1.91	84			8982	vincenzo iaquinta	
friedrich	19790529	1.85	69			2058	arne friedrich	
olic	19790914	1.81	85			12341	ivica olic	
franck	19780827	1.83	97			6946	franck queudrue	
deco	19770827	1.75	75			12184	deco	
danny simpson	19870104	1.73				11152	danny simpson	
didier	19781103	1.88	79			2725	didier drogba	
samuel	19780323	1.82	92			12231	walter samuel	
ronaldinho	19800321	1.81	80			12185	ronaldinho	
paloschi	19900104	1.75	85			5087	alberto paloschi	
ian bennett	19711010	1.83	81			7928	ian bennett	
a. traore	19891008	1.85	82			12279	armand traore	
ruud van nistelrooy	19760701	1.88	80			12232	ruud van nistelrooy	
lars jacobsen	19790920	1.81	76			8670	lars jacobsen	
f. rochemback	19811210	1.83	64			12280	fabio rochemback	
craig gordon	19821231	1.93	91			7974	craig gordon	
maierhofer	19820816	2.02	98			5411	stefan maierhofer	
cafu	19700607	1.76	91			12186	cafu	
marcel desailly	19680907	1.83	75			4047	marcel desailly	
rafinha	19850907	1.72	68	midfielder	londrina brazil	12187	rafinha	
rodrigo mendes	19750809	1.8	70			5598	rodrigo mendes	
solano	19741212	1.73	71			784	nolberto solano	
pirlo	19790919	1.77	103			1025	andrea pirlo	
marek jankulovski	19770509	1.83	66			2426	marek jankulovski	
taarabt	19890524	1.77	69			6912	adel taarabt	
maicon	19810726	1.84	77			12189	maicon	
i. duljaj	19791029	1.75	96			3429	igor duljaj	
nelsen	19771018	1.85	68			6155	ryan nelsen	
ibrahim afellay	19860402	1.8	68			10852	ibrahim afellay	
s. khedira	19870404	1.89	85	midfielder	stuttgart germany	542	sami khedira	
teemu tainio	19791127	1.75	66			3794	teemu tainio	
ched evans	19881228	1.83				8876	ched evans	
hendrie	19770518	1.78	75			2154	lee hendrie	
solari	19771122	1.82	78			9548	santiago solari	
marcus	19780519	1.88	76			12190	marcus bent	
k. hofland	19790607	1.85	78			9806	kevin hofland	
luis figo	19721104	1.81	75			12281	luis figo	
gianluca zambrotta	19770219	1.81	76			1675	gianluca zambrotta	
ferdinand	19850218	1.86	78			10324	anton ferdinand	
niemeyer	19831122	1.88	79			991	peter niemeyer	
forssell	19810315	1.78	68			2118	mikael forssell	
sibusiso zuma	19750623	1.8	69			10120	sibusiso zuma	
buffon	19780128	1.91	83			3254	gianluigi buffon	
nick montgomery	19811028	1.75	91			12191	nick montgomery	
philipp lahm				defender	manchen germany	9555	philipp lahm	
king	19801210	1.88	85			4254	ledley king	
mido	19830223	1.81	79			12399	mido	
jonas	19830503	1.87	80			4433	jonas kamper	
vito mannone	19880302	1.91				9048	vito mannone	
ryan	19731129	1.79	93			6990	ryan giggs	
reid	19820729	1.69	84			12233	andy reid	
tom huddlestone	19861228	1.88	61			6598	tom huddlestone	
m. materazzi	19730819	1.93	92			8093	marco materazzi	
seol ki-hyeon	19790108	1.85	73			4130	seol ki-hyeon	
mirko vucinic	19831001	1.86	76			12343	mirko vucinic	
amelia	19820402	1.87	78			2925	marco amelia	
arteta	19820328	1.76	74			2098	mikel arteta	
david dunn	19791227	1.75	78			7345	david dunn	
rio ferdinand	19781107	1.95	90			1367	rio ferdinand	
julio cesar	19790903	1.87	79			12400	julio cesar	
wilfred bouma	19780615	1.8	82			2831	wilfred bouma	
david wheater	19870214	1.96	82			1431	david wheater	
weaver	19790302	1.91	71			3919	nicky weaver	
ivan	19750328	1.85	75			12282	ivan helguera	
rolando bianchi	19830215	1.88	78			1340	rolando bianchi	
m. salifou	19830601	1.8	88			7842	moustapha salifou	
j. koller	19730330	2.02	83			8519	jan koller	
a. griffin	19790307	1.73	62			11913	andy griffin	
d. trezeguet	19771015	1.9	80			7714	david trezeguet	
jazic	19760226	1.8	86			12344	ante jazic	
fernando meira	19780605	1.88	77			2340	fernando meira	
maik	19710904	1.93	90			3673	maik taylor	
