arne friedrich	19790529	1.85	69			2058	arne friedrich	
i. olic	19790914	1.83	64			12341	ivica olic	
albert streit	19800328	1.8	57			9597	albert streit	
ioannis amanatidis	19811203	1.83	80			3624	ioannis amanatidis	
queudrue	19780825	1.85	97			6946	franck queudrue	
deco	19770827	1.74	73			12184	deco	
christian lell	19840829	1.8	75			7847	christian lell	
d. jarolim	19790517	1.72	80			12246	david jarolim	
walter samuel	19780322	1.83	83			12231	walter samuel	
ronaldinho	19800321	1.82	80			12185	ronaldinho	
royston drenthe	19870408	1.67	72			2799	royston drenthe	
alberto paloschi	19900104	1.75	68			5087	alberto paloschi	
stephen ireland	19860822	1.76	103			9723	stephen ireland	
armand traore	19891008	1.85	93			12279	armand traore	
simon rolfes	19820121	1.89	97			6466	simon rolfes	
renan	19891009	1.84	85			8091	renan	
pascal chimbonda	19790221	1.82	75			1984	pascal chimbonda	
ruud van nistelrooy	19760701	1.88	80			12232	ruud van nistelrooy	
lars	19790920	1.81	76			8670	lars jacobsen	
fabio rochemback	19811210	1.83	64			12280	fabio rochemback	
craig gordon	19821231	1.93	91			7974	craig gordon	
craig fagan	19821211	1.8	75			11759	craig fagan	
frank baumann	19751029	1.87	70			2716	frank baumann	
rafinha	19850907	1.72	71		londrina brazil	12187	rafinha	
boaz myhill	19821109	1.91	92			475	boaz myhill	
marek jankulovski	19770509	1.83	66			2426	marek jankulovski	
rafael van der vaart	19830211	1.75	61			1081	rafael van der vaart	
maicon	19810726	1.84	77		sao paulo brazil	12189	maicon	
igor	19791029	1.75	96			3429	igor duljaj	
sami khedira	19870404	1.89	85		stuttgart west germany	542	sami khedira	
afellay	19860402	1.8	74		utrecht netherlands	10852	ibrahim afellay	
c. evans	19881228	1.83	76			8876	ched evans	
bohdan shust	19860304	1.88	64			1370	bohdan shust	
massimo ambrosini	19770529	1.82	98		pesaro italy	8979	massimo ambrosini	
jonathan reis	19890606	1.82	81			7138	jonathan reis	
santiago solari	19761007	1.8	75			9548	santiago solari	
carlton cole	19831112	1.91	80			4439	carlton cole	
k. hofland	19790607	1.85	73			9806	kevin hofland	
osman	19810517	1.73	67			2771	leon osman	
michael ballack	19760926	1.88	65			1001	michael ballack	
g. samaras	19850221	1.93	82		heraklion greece	4704	georgios samaras	
simone inzaghi	19760405	1.83	80			3369	simone inzaghi	
giuseppe favalli	19720108	1.81	95			11951	giuseppe favalli	
kevin doyle	19830918	1.8	79			7213	kevin doyle	
ferdinand	19850218	1.83	74			10324	anton ferdinand	
peter niemeyer	19831122	1.91	79			991	peter niemeyer	
m. forssell	19810315	1.78	68			2118	mikael forssell	
g. buffon	19780128	1.91	83		carrara italy	3254	gianluigi buffon	
ivan cordoba	19760811	1.73	97			12251	ivan cordoba	
giannakopoulos	19740712	1.74	70			3078	stelios giannakopoulos	
l. toni	19770526	1.93	61			3004	luca toni	
jermaine jones	19811103	1.83	66		frankfurt am main west germany	11942	jermaine jones	
philipp lahm	19831111	1.7	79		munich west germany	9555	philipp lahm	
b. sahar	19890810	1.78	94			12172	ben sahar	
barry ferguson	19780202	1.78	71			604	barry ferguson	
ledley king	19801012	1.88	91			4254	ledley king	
a. begovic	19870620	1.98	98			12342	asmir begovic	
shaleum logan	19881106	1.8	72			5459	shaleum logan	
patrice evra	19810515	1.75	65		dakar senegal	12220	patrice evra	
mannone	19880302	1.91	100		desio italy	9048	vito mannone	
andy reid	19820729	1.69	71			12233	andy reid	
r. giggs	19731129	1.79	93		cardiff wales	6990	ryan giggs	
tom huddlestone	19861228	1.89	61			6598	tom huddlestone	
stephen warnock	19811212	1.78	92			3311	stephen warnock	
marco materazzi	19730819	1.93	92			8093	marco materazzi	
seol ki-hyeon	19790108	1.85	73			4130	seol ki-hyeon	
victor anichebe	19880423	1.85	80			10361	victor anichebe	
anthony	19880725	1.8	94			12369	anthony stokes	
vucinic	19831001	1.86	76		niksic yugoslavia	12343	mirko vucinic	
jonathan zebina	19780719	1.84	80			12221	jonathan zebina	
marco amelia	19820402	1.83	76		frascati italy	2925	marco amelia	
mikel arteta	19820328	1.75	74		san sebastian spain	2098	mikel arteta	
david dunn	19791227	1.78	80			7345	david dunn	
jong	19841130	1.74	73			4589	nigel de jong	
milenko acimovic	19770215	1.86	70			12370	milenko acimovic	
rio ferdinand	19781107	1.88	77		peckham england	1367	rio ferdinand	
jay simpson	19881201	1.8	84			7686	jay simpson	
thomas hitzlsperger	19820405	1.83	75			5287	thomas hitzlsperger	
gary caldwell	19820412	1.85	75			12415	gary caldwell	
wes brown	19791013	1.85	86			8073	wes brown	
massimo maccarone	19790906	1.8	89			9055	massimo maccarone	
john arne riise	19800924	1.85	77			8548	john arne riise	
mario melchiot	19761104	1.87	86			11665	mario melchiot	
wilfred bouma	19780615	1.78	81			2831	wilfred bouma	
ball	19791002	1.84	70			11550	michael ball	
fabrizio miccoli	19790627	1.68	64			6328	fabrizio miccoli	
rolando bianchi	19830215	1.88	78			1340	rolando bianchi	
m. zidan	19811211	1.72	95			8766	mohamed zidan	
erik edman	19781111	1.79	81			5055	erik edman	
moustapha salifou	19830601	1.8	88			7842	moustapha salifou	
g. rossi	19870201	1.73	73			5319	giuseppe rossi	
w. rooney	19851024	1.78	87		croxteth england	4690	wayne rooney	
david trezeguet	19771015	1.9	80			7714	david trezeguet	
e. cambiasso	19800818	1.78	73			9766	esteban cambiasso	
jason koumas	19790925	1.78	63			6470	jason koumas	
maik taylor	19710904	1.93	63			3673	maik taylor	
fraizer campbell	19870913	1.72	100			6572	fraizer campbell	
francesco totti	19760927	1.8	82			3434	francesco totti	
s. sidwell	19821214	1.78	81			770	steve sidwell	
gareth bale	19890716	1.83	74			12405	gareth bale	
antonio nocerino	19850409	1.75	90		naples italy	1668	antonio nocerino	
matteo darmian	19871202	1.82	70			5972	matteo darmian	
diop	19780128	1.74	96			5496	papa bouba diop	
ferreira	19790118	1.82	76		cascais portugal	12222	paulo ferreira	
andrea dossena	19810911	1.81	77			771	andrea dossena	
mario balotelli	19900812	1.89	80		palermo italy	3873	mario balotelli	
arjen	19840123	1.81	103		bedum netherlands	10317	arjen robben	
thomas sorensen	19760612	1.95	72			12283	thomas sorensen	
costinha	19741201	1.81	74			5589	costinha	
domenico criscito	19861230	1.81	73		cercola italy	6681	domenico criscito	
rory	19760706	1.83	75			7567	rory delap	
gilberto silva	19761007	1.91	64			11218	gilberto silva	
shaun wright-phillips	19811025	1.52	67			11045	shaun wright-phillips	
dimitrios papadopoulos	19811020	1.77	71			3987	dimitrios papadopoulos	
edwin	19701029	1.97	85			12253	edwin van der sar	
m. laursen	19770726	1.9	93			4825	martin laursen	
james	19860104	1.85	77		leeds england	10446	james milner	
stendardo	19810506	1.9	74			4528	guglielmo stendardo	
ludovic giuly	19760710	1.64	72			10308	ludovic giuly	
martin petrov	19790115	1.75	76			12174	martin petrov	
henri camara	19770510	1.76	67			8113	henri camara	
yuri	19830820	1.78	71			5200	yuri zhirkov	
maarten stekelenburg	19820922	1.97	98			9001	maarten stekelenburg	
shinji ono	19790927	1.75	74			9709	shinji ono	
altintop	19821208	1.85	82			12345	halil altintop	
ryan babel	19861219	1.85	68		amsterdam netherlands	2678	ryan babel	
d. pranjic	19811202	1.72	93			12346	danijel pranjic	
robert kovac	19740406	1.82	82			12377	robert kovac	
pires	19731029	1.87	80			12284	robert pires	
lauren	19770119	1.8	103			12200	lauren	
christian eichner	19821124	1.83	76			6406	christian eichner	
s. boenisch	19870201	1.91	65			8658	sebastian boenisch	
n. pamarot	19790414	1.8	72			12256	noe pamarot	
dejan stankovic	19780911	1.81	96			12347	dejan stankovic	
manuel pasqual	19820313	1.78	90			5341	manuel pasqual	
philippe senderos	19850214	1.85	82			12407	philippe senderos	
gomis	19850806	1.84	77			12286	bafetimbi gomis	
stilian petrov	19790705	1.8	88			12258	stilian petrov	
boubacar sanogo	19821217	1.87	57			7470	boubacar sanogo	
stewart	19840722	1.8	96			11366	stewart downing	
fanni	19811206	1.83	183			9908	rod fanni	
inamoto	19790918	1.81	90			2763	junichi inamoto	
f. grosso	19771128	1.9	63			3385	fabio grosso	
shevchenko	19760929	1.81	84			12194	andriy shevchenko	
michael bradley	19870731	1.65	82			12379	michael bradley	
steve mandanda	19850328	1.85	79			9042	steve mandanda	
heurelho gomes	19810215	1.91	63			5440	heurelho gomes	
diego benaglio	19830908	1.92	78			8218	diego benaglio	
j. evans	19880102	1.88	57		belfast northern ireland	12223	jonny evans	
frings	19761122	1.97	80			7370	torsten frings	
steven reid	19810310	1.8	83			1497	steven reid	
marko babic	19810121	1.86	72			12408	marko babic	
d. braaten	19820525	1.84	80			9068	daniel braaten	
mancini	19800801	1.92	82			12214	mancini	
luka modric	19850909	1.75	67		zadar yugoslavia	12318	luka modric	
marouane fellaini	19871122	1.94	57			4215	marouane fellaini	
cuauhtemoc blanco	19730117	1.77	73			12288	cuauhtemoc blanco	
a. tziolis	19850213	1.89	65			6662	alexandros tziolis	
gennaro gattuso	19780109	1.77	103			11619	gennaro gattuso	
brede hangeland	19810620	1.95	85			11540	brede hangeland	
kieran richardson	19841021	1.73	71			11287	kieran richardson	
andreas isaksson	19811003	1.99	86			6078	andreas isaksson	
carvalho	19780518	1.83	81		amarante portugal	10548	ricardo carvalho	
bent	19840206	1.83	78			9963	darren bent	
jerzy	19730323	1.87	80			1684	jerzy dudek	
v. corluka	19860205	1.91	78			12348	vedran corluka	
zdenek grygera	19800514	1.74	78			12319	zdenek grygera	
jonathan greening	19790102	1.8	73			1673	jonathan greening	
bojinov	19860215	1.78	78			8938	valeri bojinov	
david jones	19841104	1.8	71			11733	david jones	
sean davis	19790920	1.78	76			8367	sean davis	
mladen	19740304	1.91	83			12349	mladen krstajic	
felipe melo	19830826	1.83	95		volta redonda brazil	8847	felipe melo	
emerton	19790922	1.88	183			281	brett emerton	
tranquillo	19850522	1.76	87		st gallen switzerland	4661	tranquillo barnetta	
xabi alonso	19811125	2.03	75		tolosa spain	10271	xabi alonso	
marco marchionni	19800722	1.75	66			7319	marco marchionni	
antonio	19771013	1.7	91			2660	antonio di natale	
shabani nonda	19770306	1.82	77			10647	shabani nonda	
angelos basinas	19760103	1.75	76			398	angelos basinas	
walcott	19890316	1.73	102		middlesex england	11608	theo walcott	
marlon harewood	19790825	1.85	97			9543	marlon harewood	
cristiano	19770414	1.8	92			11377	cristiano zanetti	
boudewijn zenden	19760815	1.75	85			2911	boudewijn zenden	
oliver neuville	19730501	1.71	92			6871	oliver neuville	
j. cruz	19741010	1.9	74			12382	julio cruz	
r. castelen	19830503	1.7	79			7612	romeo castelen	
robin van persie	19830806	1.83	62		rotterdam netherlands	12320	robin van persie	
vieri	19730712	1.87	82			8474	christian vieri	
sol campbell	19740918	1.88	183			8848	sol campbell	
ben	19830403	1.88	79			2505	ben foster	
boulahrouz	19811228	1.79	77			5187	khalid boulahrouz	
andreas hinkel	19820326	1.83	83			1094	andreas hinkel	
j. vaughan	19880714	2.02	59			12412	james vaughan	
mark	19890928	1.77	60			12384	mark randall	
dennis rommedahl	19780722	1.77	85			8400	dennis rommedahl	
fernando	19760405	1.86	79			10524	fernando morientes	
nick barmby	19740211	1.7	71			1882	nick barmby	
paul hartley	19761019	1.72	63			9642	paul hartley	
landon	19820304	1.73	91			8788	landon donovan	
dusko	19850119	1.84	72			12350	dusko tosic	
podolski	19850604	1.8	81		gliwice poland	8588	lukas podolski	
jason brown	19820518	1.8	84			4974	jason brown	
m. niang	19791013	1.78	89			2956	mamadou niang	
florent malouda	19800613	1.83	73			9180	florent malouda	
b. schweinsteiger	19840801	1.8	76		kolbermoor west germany	7333	bastian schweinsteiger	
j. mascherano	19840608	1.71	99		san lorenzo argentina	1647	javier mascherano	
k. kuranyi	19820302	1.9	80			12290	kevin kuranyi	
tim	19791206	1.78	63			1205	tim cahill	
christian abbiati	19770708	1.91	80		abbiategrasso italy	11286	christian abbiati	
nemanja	19811021	1.83	69		uzice yugoslavia	12351	nemanja vidic	
caleb folan	19821026	1.88	86			5290	caleb folan	
joseph yobo	19800906	1.85	73			552	joseph yobo	
emmanuel adebayor	19840226	1.9	91			9184	emmanuel adebayor	
d. landzaat	19760506	1.78	90			4675	denny landzaat	
fabio quagliarella	19830131	1.8	79		castellamare di stabia italy	8137	fabio quagliarella	
manuel almunia	19770519	1.9	80			2809	manuel almunia	
olof mellberg	19770903	1.86	81			12234	olof mellberg	
joe hart	19870419	1.9	80		shrewsbury england	6881	joe hart	
sylvain distin	19771216	1.93	65			5927	sylvain distin	
maxwell	19810827	1.96	103		cachoeiro do itapemirim brazil	12209	maxwell	
mendy	19810820	1.8	89			10600	bernard mendy	
vratislav gresko	19770724	1.83	73			12295	vratislav gresko	
craig gardner	19861125	1.78	84			924	craig gardner	
didier zokora	19801214	1.79	64			3190	didier zokora	
paolo maldini	19680626	1.86	67			8865	paolo maldini	
r. te	19861001	1.89	67			12296	ricardo vaz te	
zvjezdan misimovic	19820605	1.8	64			12354	zvjezdan misimovic	
christian dailly	19731023	1.83	95			635	christian dailly	
dida	19731007	1.82	67			12385	dida	
massimo	19760614	1.82	78			5653	massimo oddo	
benny feilhaber	19850119	1.78	68			10170	benny feilhaber	
a. turan	19870130	1.76	96			7887	arda turan	
jacek krzynowek	19760515	1.79	82			12298	jacek krzynowek	
r. shirokov	19810706	1.81	83		dedovsk ussr	9004	roman shirokov	
liam	19840721	1.78	61			3159	liam ridgewell	
d. murphy	19770318	1.75	67			4537	danny murphy	
michael	19880224	1.67	80			10601	michael johnson	
zat knight	19800502	1.98	93			10291	zat knight	
jonathan woodgate	19800122	1.88	60			791	jonathan woodgate	
emanuel villa	19820224	1.8	94			9414	emanuel villa	
mariusz lewandowski	19790518	1.84	94			8172	mariusz lewandowski	
pandiani	19760427	1.84	99			10350	walter pandiani	
juliano belletti	19760620	1.79	89			6792	juliano belletti	
stevan jovetic	19891102	1.83	61			12322	stevan jovetic	
josip simunic	19780218	1.95	89		canberra australia	12323	josip simunic	
tommy	19800522	1.73	79			1360	tommy smith	
giannis	19750524	1.84	99			5762	giannis goumas	
diego placente	19770424	1.76	69			11358	diego placente	
daniel	19790625	1.8	183			2044	daniel jensen	
silvestre	19770809	1.83	69			12261	mikael silvestre	
james	19700801	1.89	95			9682	david james	
kasper	19870525	1.85	84			1682	kasper schmeichel	
crouch	19810130		75			10311	peter crouch	
franco semioli	19800620	1.78	63			3574	franco semioli	
gabriel heinze	19780419	1.78	80			9410	gabriel heinze	
giovanni	19750205	1.78	76			8291	giovanni van bronckhorst	
karim	19840120	1.87	100			2388	karim haggui	
m. kezman	19790412	1.82	102			12355	mateja kezman	
konstantin	19771005	1.76	86		perm ussr	2617	konstantin zyryanov	
craig bellamy	19790808	1.73	74			2306	craig bellamy	
jimmy bullard	19781023	1.78	73			6136	jimmy bullard	
hugo	19840523	1.91	74			5180	hugo almeida	
ricardo osorio	19800330	1.73	68			2232	ricardo osorio	
pedro mendes	19790226	1.77	77			8006	pedro mendes	
ebi smolarek	19810109	1.78	97			12356	ebi smolarek	
jermaine pennant	19830115	1.73	64			1880	jermaine pennant	
carlos tevez	19840205	1.68	87			12302	carlos tevez	
n'zogbia	19860528	1.7	97			2948	charles n'zogbia	
shawcross	19871004	1.83	88			4322	ryan shawcross	
morten	19810908	1.83	91			2145	morten gamst pedersen	
l. silvestri	19880523	1.85	74			10351	lorenzo de silvestri	
s. malbranque	19800106	1.72	65			4348	steed malbranque	
darius vassell	19800613	1.7	103			9947	darius vassell	
n. anelka	19790314	1.85	77		chesnay france	2946	nicolas anelka	
montolivo	19850118	1.81	76		caravaggio italy	5240	riccardo montolivo	
luis	19810206	1.19	68			12386	luis garcia	
j. mathijsen	19800405	1.82	80			1477	joris mathijsen	
wayne routledge	19850107	1.81	63			5031	wayne routledge	
a. recoba	19760317	1.78	98			12358	alvaro recoba	
paul stalteri	19771018	1.8	77			9799	paul stalteri	
gary cahill	19851219	1.88	89		sheffield england	9473	gary cahill	
simon davies	19791023	1.76	72			11976	simon davies	
per kroldrup	19790731	1.94	91			12263	per kroldrup	
pavel	19720830	1.77	95			12359	pavel nedved	
lee cattermole	19880321	1.78	68			9848	lee cattermole	
daniele	19830724	1.84	82			3262	daniele de rossi	
donati	19810326	1.86	75			7575	massimo donati	
thiago motta	19820828	1.87	98		sao bernardo brazil	9005	thiago motta	
pletikosa	19790108	1.93	83			11018	stipe pletikosa	
sacha kljestan	19850909	1.85			huntington beach united states	6475	sacha kljestan	
christian poulsen	19800228	1.82	76			1188	christian poulsen	
metzelder	19801105	1.94	84		haltern west germany	8102	christoph metzelder	
alberto aquilani	19840707	1.84	73			796	alberto aquilani	
darren fletcher	19840202	1.83	89		edinburgh scotland	2227	darren fletcher	
zurab khizanishvili	19811006	1.85	103			12091	zurab khizanishvili	
a. granqvist	19850416	1.92	78			7761	andreas granqvist	
marek hamsik	19870727	1.83	97			12264	marek hamsik	
hutton	19841130	1.85	64			9978	alan hutton	
pardo	19760726	1.75	86			12265	pavel pardo	
dirk marcellis	19880413	1.8	80			5288	dirk marcellis	
kroos	19900104	1.8	65		greifswald east germany	11058	toni kroos	
simonsen	19790403	1.88	80			3958	steve simonsen	
jermaine jenas	19830218	1.78	93			1170	jermaine jenas	
marlon king	19800426	1.85	67			6390	marlon king	
leighton baines	19841211	1.7	89			9960	leighton baines	
sebastien	19840306	1.84	78			12266	sebastien frey	
mark noble	19870508	1.8	84			12154	mark noble	
fernandes	19860205	1.95	100			11120	manuel fernandes	
marc crosas	19880109	1.72	69			5119	marc crosas	
david healy	19790805	1.94	72			12389	david healy	
carlo cudicini	19730906	1.85	88			11208	carlo cudicini	
alessandro del piero	19741109	1.73	73			12226	alessandro del piero	
scott	19890325	1.75	87		bath england	12237	scott sinclair	
david	19840827	1.8	66			7144	david bentley	
simone	19770917	1.78	72			10207	simone perrotta	
djimi	19800301	1.91	77			12304	djimi traore	
dirk	19800722	1.84	64			2449	dirk kuyt	
joleon lescott	19820816	1.9	89		birmingham england	12227	joleon lescott	
patrick vieira	19760623	1.92	82			6665	patrick vieira	
aaron lennon	19870416	1.78	98			10986	aaron lennon	
mark	19880218	0.76	85			11106	mark davies	
adrian mutu	19790108	1.8	98			9669	adrian mutu	
c. chivu	19801026	2.02	81			6490	cristian chivu	
marko pantelic	19780915	1.83	61		belgrade yugoslavia	12325	marko pantelic	
sebastian kehl	19800213	1.88	83		fulda west germany	7742	sebastian kehl	
abbondanzieri	19720819	1.86	59			2293	roberto abbondanzieri	
naldo	19820910	1.95	88			12202	naldo	
gabriel milito	19800907	1.76	61			11889	gabriel milito	
marcos senna	19760717	1.77	76			6380	marcos senna	
m. tonetto	19741118	1.74	97			6245	max tonetto	
nani	19861117	1.75	78		praia cape verde	12203	nani	
lucchini	19801002	1.86	76			51	stefano lucchini	
javier zanetti	19730810	1.78	75			2753	javier zanetti	
w. gallas	19770817	1.8	183			10918	william gallas	
djibril	19810812	1.82	77			12362	djibril cisse	
branislav ivanovic	19840222	1.88	96		sremska mitrovica yugoslavia	12418	branislav ivanovic	
karim benzema	19871219	1.82	60		lyon france	4787	karim benzema	
kenny	19791223	1.78	90			2943	kenny miller	
daniel van buyten	19780207	1.96	96		chimay belgium	3500	daniel van buyten	
grafite	19790402	1.89	81			12199	grafite	
matthew upson	19790418	1.85	72			34	matthew upson	
ben-haim	19820331	1.8	78			12306	tal ben-haim	
shay	19760420	1.83	73			2552	shay given	
emerson	19860223	1.91	67			12208	emerson	
m. domizzi	19800628	1.85	85			7168	maurizio domizzi	
stuart taylor	19801128	1.71	94			8762	stuart taylor	
james beattie	19780227	1.85	84			12410	james beattie	
ricardo gardner	19780925	1.75	74			3999	ricardo gardner	
jon dahl tomasson	19760829	1.82	99			12228	jon dahl tomasson	
carragher	19780128	1.85	66			12238	jamie carragher	
marko arnautovic	19890419	1.92	65			12326	marko arnautovic	
claudio	19781003	1.85	75		lima peru	6314	claudio pizarro	
joe cole	19811108	1.76	73			8487	joe cole	
m. dawson	19831118	1.81	102			12390	michael dawson	
ibrahimovic	19811003	1.92	84		malmo sweden	12364	zlatan ibrahimovic	
s. kelly	19830906	1.84	183			12411	stephen kelly	
legrottaglie	19761020	1.19	73			7225	nicola legrottaglie	
andreas ottl	19850301	1.85	62			3292	andreas ottl	
samir	19870626	1.77	66		marseille france	1701	samir nasri	
jose baxter	19920207	1.75	74			10520	jose baxter	
friedel	19710518	1.91	92			8594	brad friedel	
l. young	19790719	1.83	78			12391	luke young	
david rozehnal	19800705	1.93	94		sternberk czechoslovakia	2183	david rozehnal	
marin	19890313	1.68	64			8748	marko marin	
sidney	19790727	1.75	66			3743	sidney govou	
olivier	19740925	1.78	78			1665	olivier dacourt	
petri pasanen	19800924	1.87	76			1720	petri pasanen	
ashley young	19850709	1.75	65		stevenage england	12229	ashley young	
hugo viana	19830115	1.78	66		barcelos portugal	255	hugo viana	
glen	19840823	1.78	60			295	glen johnson	
seedorf	19760401	1.76	76			3706	clarence seedorf	
michael owen	19791214	1.75	85			1422	michael owen	
