hughes	19791108	1.85	87			8647	aaron hughes	
fabian	19790530	1.83	91			507	fabian ernst	
roy makaay	19750309	1.88	88			6203	roy makaay	
n. bendtner	19880116	1.91	76		copenhagen denmark	2736	nicklas bendtner	
giampaolo pazzini	19840802	1.8	77		pescia italy	6678	giampaolo pazzini	
iaquinta	19791121	1.91	84			8982	vincenzo iaquinta	
cassetti	19770529	1.87	80			1507	marco cassetti	
elmander	19810527	1.88	66		alingsas sweden	3485	johan elmander	
arne friedrich	19790529	1.85	69			2058	arne friedrich	
olic	19790914	1.83	64			12341	ivica olic	
albert streit	19800328	1.8	57			9597	albert streit	
ioannis amanatidis	19811203	1.83	80			3624	ioannis amanatidis	
franck	19780825	1.85	97			6946	franck queudrue	
deco	19770827	1.74	73			12184	deco	
christian	19840829	1.8	75			7847	christian lell	
d. jarolim	19790517	1.72	80			12246	david jarolim	
w. samuel	19780322	1.83	83			12231	walter samuel	
ronaldinho	19800321	1.82	80			12185	ronaldinho	
royston	19870408	1.67	72			2799	royston drenthe	
alberto	19900104	1.75	68			5087	alberto paloschi	
s. ireland	19860822	1.76	103			9723	stephen ireland	
armand	19891008	1.85	93			12279	armand traore	
simon	19820121	1.89	97			6466	simon rolfes	
renan	19891009	1.84	85			8091	renan	
pascal	19790221	1.82	75			1984	pascal chimbonda	
ruud	19760701	1.88	80			12232	ruud van nistelrooy	
jacobsen	19790920	1.81	76			8670	lars jacobsen	
fabio rochemback	19811210	1.83	64			12280	fabio rochemback	
craig	19821231	1.93	91			7974	craig gordon	
fagan	19821211	1.8	75			11759	craig fagan	
frank	19751029	1.87	70			2716	frank baumann	
rafinha	19850907	1.72	71		londrina brazil	12187	rafinha	
myhill	19821109	1.91	92			475	boaz myhill	
jankulovski	19770509	1.83	66			2426	marek jankulovski	
vaart	19830211	1.75	61			1081	rafael van der vaart	
maicon	19810726	1.84	77		sao paulo brazil	12189	maicon	
duljaj	19791029	1.75	96			3429	igor duljaj	
sami	19870404	1.89	85		stuttgart west germany	542	sami khedira	
i. afellay	19860402	1.8	74		utrecht netherlands	10852	ibrahim afellay	
ched	19881228	1.83	76			8876	ched evans	
b. shust	19860304	1.88	64			1370	bohdan shust	
massimo	19770529	1.82	98		pesaro italy	8979	massimo ambrosini	
jonathan	19890606	1.82	81			7138	jonathan reis	
solari	19761007	1.8	75			9548	santiago solari	
carlton	19831112	1.91	80			4439	carlton cole	
kevin	19790607	1.85	73			9806	kevin hofland	
leon	19810517	1.73	67			2771	leon osman	
michael ballack	19760926	1.88	65			1001	michael ballack	
georgios samaras	19850221	1.93	82		heraklion greece	4704	georgios samaras	
s. inzaghi	19760405	1.83	80			3369	simone inzaghi	
giuseppe	19720108	1.81	95			11951	giuseppe favalli	
kevin doyle	19830918	1.8	79			7213	kevin doyle	
anton ferdinand	19850218	1.83	74			10324	anton ferdinand	
niemeyer	19831122	1.91	79			991	peter niemeyer	
m. forssell	19810315	1.78	68			2118	mikael forssell	
buffon	19780128	1.91	83		carrara italy	3254	gianluigi buffon	
ivan	19760811	1.73	97			12251	ivan cordoba	
stelios	19740712	1.74	70			3078	stelios giannakopoulos	
luca toni	19770526	1.93	61			3004	luca toni	
jermaine	19811103	1.83	66		frankfurt am main west germany	11942	jermaine jones	
p. lahm	19831111	1.7	79		munich west germany	9555	philipp lahm	
sahar	19890810	1.78	94			12172	ben sahar	
barry	19780202	1.78	71			604	barry ferguson	
l. king	19801012	1.88	91			4254	ledley king	
asmir	19870620	1.98	98			12342	asmir begovic	
logan	19881106	1.8	72			5459	shaleum logan	
evra	19810515	1.75	65		dakar senegal	12220	patrice evra	
mannone	19880302	1.91	100		desio italy	9048	vito mannone	
andy	19820729	1.69	71			12233	andy reid	
giggs	19731129	1.79	93		cardiff wales	6990	ryan giggs	
t. huddlestone	19861228	1.89	61			6598	tom huddlestone	
warnock	19811212	1.78	92			3311	stephen warnock	
materazzi	19730819	1.93	92			8093	marco materazzi	
seol ki-hyeon	19790108	1.85	73			4130	seol ki-hyeon	
anichebe	19880423	1.85	80			10361	victor anichebe	
a. stokes	19880725	1.8	94			12369	anthony stokes	
mirko	19831001	1.86	76		niksic yugoslavia	12343	mirko vucinic	
jonathan zebina	19780719	1.84	80			12221	jonathan zebina	
marco	19820402	1.83	76		frascati italy	2925	marco amelia	
arteta	19820328	1.75	74		san sebastian spain	2098	mikel arteta	
david	19791227	1.78	80			7345	david dunn	
jong	19841130	1.74	73			4589	nigel de jong	
milenko	19770215	1.86	70			12370	milenko acimovic	
ferdinand	19781107	1.88	77		peckham england	1367	rio ferdinand	
j. simpson	19881201	1.8	84			7686	jay simpson	
hitzlsperger	19820405	1.83	75			5287	thomas hitzlsperger	
g. caldwell	19820412	1.85	75			12415	gary caldwell	
w. brown	19791013	1.85	86			8073	wes brown	
m. maccarone	19790906	1.8	89			9055	massimo maccarone	
john	19800924	1.85	77			8548	john arne riise	
melchiot	19761104	1.87	86			11665	mario melchiot	
w. bouma	19780615	1.78	81			2831	wilfred bouma	
michael ball	19791002	1.84	70			11550	michael ball	
miccoli	19790627	1.68	64			6328	fabrizio miccoli	
bianchi	19830215	1.88	78			1340	rolando bianchi	
zidan	19811211	1.72	95			8766	mohamed zidan	
e. edman	19781111	1.79	81			5055	erik edman	
salifou	19830601	1.8	88			7842	moustapha salifou	
giuseppe rossi	19870201	1.73	73			5319	giuseppe rossi	
rooney	19851024	1.78	87		croxteth england	4690	wayne rooney	
trezeguet	19771015	1.9	80			7714	david trezeguet	
esteban cambiasso	19800818	1.78	73			9766	esteban cambiasso	
j. koumas	19790925	1.78	63			6470	jason koumas	
maik	19710904	1.93	63			3673	maik taylor	
f. campbell	19870913	1.72	100			6572	fraizer campbell	
francesco	19760927	1.8	82			3434	francesco totti	
sidwell	19821214	1.78	81			770	steve sidwell	
g. bale	19890716	1.83	74			12405	gareth bale	
antonio	19850409	1.75	90		naples italy	1668	antonio nocerino	
matteo darmian	19871202	1.82	70			5972	matteo darmian	
p. diop	19780128	1.74	96			5496	papa bouba diop	
p. ferreira	19790118	1.82	76		cascais portugal	12222	paulo ferreira	
andrea	19810911	1.81	77			771	andrea dossena	
m. balotelli	19900812	1.89	80		palermo italy	3873	mario balotelli	
a. robben	19840123	1.81	103		bedum netherlands	10317	arjen robben	
sorensen	19760612	1.95	72			12283	thomas sorensen	
costinha	19741201	1.81	74			5589	costinha	
domenico criscito	19861230	1.81	73		cercola italy	6681	domenico criscito	
rory	19760706	1.83	75			7567	rory delap	
silva	19761007	1.91	64			11218	gilberto silva	
s. wright-phillips	19811025	1.52	67			11045	shaun wright-phillips	
dimitrios papadopoulos	19811020	1.77	71			3987	dimitrios papadopoulos	
edwin van der sar	19701029	1.97	85			12253	edwin van der sar	
m. laursen	19770726	1.9	93			4825	martin laursen	
j. milner	19860104	1.85	77		leeds england	10446	james milner	
stendardo	19810506	1.9	74			4528	guglielmo stendardo	
l. giuly	19760710	1.64	72			10308	ludovic giuly	
martin petrov	19790115	1.75	76			12174	martin petrov	
camara	19770510	1.76	67			8113	henri camara	
yuri	19830820	1.78	71			5200	yuri zhirkov	
stekelenburg	19820922	1.97	98			9001	maarten stekelenburg	
s. ono	19790927	1.75	74			9709	shinji ono	
h. altintop	19821208	1.85	82			12345	halil altintop	
ryan	19861219	1.85	68		amsterdam netherlands	2678	ryan babel	
danijel	19811202	1.72	93			12346	danijel pranjic	
robert	19740406	1.82	82			12377	robert kovac	
robert	19731029	1.87	80			12284	robert pires	
lauren	19770119	1.8	103			12200	lauren	
christian eichner	19821124	1.83	76			6406	christian eichner	
sebastian boenisch	19870201	1.91	65			8658	sebastian boenisch	
noe pamarot	19790414	1.8	72			12256	noe pamarot	
dejan	19780911	1.81	96			12347	dejan stankovic	
pasqual	19820313	1.78	90			5341	manuel pasqual	
philippe senderos	19850214	1.85	82			12407	philippe senderos	
bafetimbi	19850806	1.84	77			12286	bafetimbi gomis	
stilian	19790705	1.8	88			12258	stilian petrov	
b. sanogo	19821217	1.87	57			7470	boubacar sanogo	
s. downing	19840722	1.8	96			11366	stewart downing	
rod	19811206	1.83	183			9908	rod fanni	
j. inamoto	19790918	1.81	90			2763	junichi inamoto	
fabio grosso	19771128	1.9	63			3385	fabio grosso	
shevchenko	19760929	1.81	84			12194	andriy shevchenko	
bradley	19870731	1.65	82			12379	michael bradley	
steve mandanda	19850328	1.85	79			9042	steve mandanda	
heurelho	19810215	1.91	63			5440	heurelho gomes	
diego	19830908	1.92	78			8218	diego benaglio	
jonny	19880102	1.88	57		belfast northern ireland	12223	jonny evans	
torsten frings	19761122	1.97	80			7370	torsten frings	
reid	19810310	1.8	83			1497	steven reid	
babic	19810121	1.86	72			12408	marko babic	
daniel	19820525	1.84	80			9068	daniel braaten	
mancini	19800801	1.92	82			12214	mancini	
luka modric	19850909	1.75	67		zadar yugoslavia	12318	luka modric	
marouane	19871122	1.94	57			4215	marouane fellaini	
blanco	19730117	1.77	73			12288	cuauhtemoc blanco	
tziolis	19850213	1.89	65			6662	alexandros tziolis	
g. gattuso	19780109	1.77	103			11619	gennaro gattuso	
b. hangeland	19810620	1.95	85			11540	brede hangeland	
kieran	19841021	1.73	71			11287	kieran richardson	
andreas isaksson	19811003	1.99	86			6078	andreas isaksson	
ricardo	19780518	1.83	81		amarante portugal	10548	ricardo carvalho	
bent	19840206	1.83	78			9963	darren bent	
dudek	19730323	1.87	80			1684	jerzy dudek	
v. corluka	19860205	1.91	78			12348	vedran corluka	
zdenek grygera	19800514	1.74	78			12319	zdenek grygera	
jonathan greening	19790102	1.8	73			1673	jonathan greening	
valeri	19860215	1.78	78			8938	valeri bojinov	
david jones	19841104	1.8	71			11733	david jones	
davis	19790920	1.78	76			8367	sean davis	
krstajic	19740304	1.91	83			12349	mladen krstajic	
felipe	19830826	1.83	95		volta redonda brazil	8847	felipe melo	
b. emerton	19790922	1.88	183			281	brett emerton	
tranquillo	19850522	1.76	87		st gallen switzerland	4661	tranquillo barnetta	
xabi	19811125	2.03	75		tolosa spain	10271	xabi alonso	
marchionni	19800722	1.75	66			7319	marco marchionni	
antonio di natale	19771013	1.7	91			2660	antonio di natale	
nonda	19770306	1.82	77			10647	shabani nonda	
a. basinas	19760103	1.75	76			398	angelos basinas	
walcott	19890316	1.73	102		middlesex england	11608	theo walcott	
m. harewood	19790825	1.85	97			9543	marlon harewood	
zanetti	19770414	1.8	92			11377	cristiano zanetti	
zenden	19760815	1.75	85			2911	boudewijn zenden	
o. neuville	19730501	1.71	92			6871	oliver neuville	
julio cruz	19741010	1.9	74			12382	julio cruz	
romeo	19830503	1.7	79			7612	romeo castelen	
persie	19830806	1.83	62		rotterdam netherlands	12320	robin van persie	
c. vieri	19730712	1.87	82			8474	christian vieri	
s. campbell	19740918	1.88	183			8848	sol campbell	
ben	19830403	1.88	79			2505	ben foster	
boulahrouz	19811228	1.79	77			5187	khalid boulahrouz	
hinkel	19820326	1.83	83			1094	andreas hinkel	
vaughan	19880714	2.02	59			12412	james vaughan	
randall	19890928	1.77	60			12384	mark randall	
dennis	19780722	1.77	85			8400	dennis rommedahl	
f. morientes	19760405	1.86	79			10524	fernando morientes	
nick barmby	19740211	1.7	71			1882	nick barmby	
paul	19761019	1.72	63			9642	paul hartley	
landon donovan	19820304	1.73	91			8788	landon donovan	
dusko	19850119	1.84	72			12350	dusko tosic	
lukas podolski	19850604	1.8	81		gliwice poland	8588	lukas podolski	
brown	19820518	1.8	84			4974	jason brown	
m. niang	19791013	1.78	89			2956	mamadou niang	
florent malouda	19800613	1.83	73			9180	florent malouda	
bastian	19840801	1.8	76		kolbermoor west germany	7333	bastian schweinsteiger	
j. mascherano	19840608	1.71	99		san lorenzo argentina	1647	javier mascherano	
k. kuranyi	19820302	1.9	80			12290	kevin kuranyi	
tim cahill	19791206	1.78	63			1205	tim cahill	
c. abbiati	19770708	1.91	80		abbiategrasso italy	11286	christian abbiati	
nemanja vidic	19811021	1.83	69		uzice yugoslavia	12351	nemanja vidic	
folan	19821026	1.88	86			5290	caleb folan	
joseph	19800906	1.85	73			552	joseph yobo	
emmanuel	19840226	1.9	91			9184	emmanuel adebayor	
denny	19760506	1.78	90			4675	denny landzaat	
quagliarella	19830131	1.8	79		castellamare di stabia italy	8137	fabio quagliarella	
manuel almunia	19770519	1.9	80			2809	manuel almunia	
olof	19770903	1.86	81			12234	olof mellberg	
joe hart	19870419	1.9	80		shrewsbury england	6881	joe hart	
sylvain	19771216	1.93	65			5927	sylvain distin	
maxwell	19810827	1.96	103		cachoeiro do itapemirim brazil	12209	maxwell	
bernard	19810820	1.8	89			10600	bernard mendy	
gresko	19770724	1.83	73			12295	vratislav gresko	
craig	19861125	1.78	84			924	craig gardner	
zokora	19801214	1.79	64			3190	didier zokora	
p. maldini	19680626	1.86	67			8865	paolo maldini	
r. te	19861001	1.89	67			12296	ricardo vaz te	
z. misimovic	19820605	1.8	64			12354	zvjezdan misimovic	
dailly	19731023	1.83	95			635	christian dailly	
dida	19731007	1.82	67			12385	dida	
oddo	19760614	1.82	78			5653	massimo oddo	
b. feilhaber	19850119	1.78	68			10170	benny feilhaber	
a. turan	19870130	1.76	96			7887	arda turan	
j. krzynowek	19760515	1.79	82			12298	jacek krzynowek	
r. shirokov	19810706	1.81	83		dedovsk ussr	9004	roman shirokov	
l. ridgewell	19840721	1.78	61			3159	liam ridgewell	
danny	19770318	1.75	67			4537	danny murphy	
m. johnson	19880224	1.67	80			10601	michael johnson	
zat knight	19800502	1.98	93			10291	zat knight	
jonathan woodgate	19800122	1.88	60			791	jonathan woodgate	
emanuel	19820224	1.8	94			9414	emanuel villa	
lewandowski	19790518	1.84	94			8172	mariusz lewandowski	
walter	19760427	1.84	99			10350	walter pandiani	
belletti	19760620	1.79	89			6792	juliano belletti	
s. jovetic	19891102	1.83	61			12322	stevan jovetic	
simunic	19780218	1.95	89		canberra australia	12323	josip simunic	
tommy smith	19800522	1.73	79			1360	tommy smith	
giannis	19750524	1.84	99			5762	giannis goumas	
placente	19770424	1.76	69			11358	diego placente	
jensen	19790625	1.8	183			2044	daniel jensen	
mikael	19770809	1.83	69			12261	mikael silvestre	
david	19700801	1.89	95			9682	david james	
kasper	19870525	1.85	84			1682	kasper schmeichel	
crouch	19810130		75			10311	peter crouch	
franco semioli	19800620	1.78	63			3574	franco semioli	
gabriel heinze	19780419	1.78	80			9410	gabriel heinze	
giovanni van bronckhorst	19750205	1.78	76			8291	giovanni van bronckhorst	
haggui	19840120	1.87	100			2388	karim haggui	
mateja kezman	19790412	1.82	102			12355	mateja kezman	
konstantin zyryanov	19771005	1.76	86		perm ussr	2617	konstantin zyryanov	
bellamy	19790808	1.73	74			2306	craig bellamy	
bullard	19781023	1.78	73			6136	jimmy bullard	
almeida	19840523	1.91	74			5180	hugo almeida	
osorio	19800330	1.73	68			2232	ricardo osorio	
mendes	19790226	1.77	77			8006	pedro mendes	
ebi smolarek	19810109	1.78	97			12356	ebi smolarek	
pennant	19830115	1.73	64			1880	jermaine pennant	
c. tevez	19840205	1.68	87			12302	carlos tevez	
n'zogbia	19860528	1.7	97			2948	charles n'zogbia	
shawcross	19871004	1.83	88			4322	ryan shawcross	
morten	19810908	1.83	91			2145	morten gamst pedersen	
lorenzo	19880523	1.85	74			10351	lorenzo de silvestri	
malbranque	19800106	1.72	65			4348	steed malbranque	
vassell	19800613	1.7	103			9947	darius vassell	
nicolas	19790314	1.85	77		chesnay france	2946	nicolas anelka	
riccardo	19850118	1.81	76		caravaggio italy	5240	riccardo montolivo	
luis	19810206	1.19	68			12386	luis garcia	
j. mathijsen	19800405	1.82	80			1477	joris mathijsen	
wayne	19850107	1.81	63			5031	wayne routledge	
alvaro	19760317	1.78	98			12358	alvaro recoba	
paul	19771018	1.8	77			9799	paul stalteri	
cahill	19851219	1.88	89		sheffield england	9473	gary cahill	
simon davies	19791023	1.76	72			11976	simon davies	
kroldrup	19790731	1.94	91			12263	per kroldrup	
nedved	19720830	1.77	95			12359	pavel nedved	
cattermole	19880321	1.78	68			9848	lee cattermole	
daniele	19830724	1.84	82			3262	daniele de rossi	
donati	19810326	1.86	75			7575	massimo donati	
t. motta	19820828	1.87	98		sao bernardo brazil	9005	thiago motta	
pletikosa	19790108	1.93	83			11018	stipe pletikosa	
s. kljestan	19850909	1.85			huntington beach united states	6475	sacha kljestan	
c. poulsen	19800228	1.82	76			1188	christian poulsen	
christoph	19801105	1.94	84		haltern west germany	8102	christoph metzelder	
aquilani	19840707	1.84	73			796	alberto aquilani	
darren fletcher	19840202	1.83	89		edinburgh scotland	2227	darren fletcher	
z. khizanishvili	19811006	1.85	103			12091	zurab khizanishvili	
granqvist	19850416	1.92	78			7761	andreas granqvist	
marek	19870727	1.83	97			12264	marek hamsik	
alan hutton	19841130	1.85	64			9978	alan hutton	
p. pardo	19760726	1.75	86			12265	pavel pardo	
d. marcellis	19880413	1.8	80			5288	dirk marcellis	
t. kroos	19900104	1.8	65		greifswald east germany	11058	toni kroos	
steve	19790403	1.88	80			3958	steve simonsen	
jermaine jenas	19830218	1.78	93			1170	jermaine jenas	
king	19800426	1.85	67			6390	marlon king	
l. baines	19841211	1.7	89			9960	leighton baines	
frey	19840306	1.84	78			12266	sebastien frey	
m. noble	19870508	1.8	84			12154	mark noble	
fernandes	19860205	1.95	100			11120	manuel fernandes	
m. crosas	19880109	1.72	69			5119	marc crosas	
d. healy	19790805	1.94	72			12389	david healy	
c. cudicini	19730906	1.85	88			11208	carlo cudicini	
alessandro del piero	19741109	1.73	73			12226	alessandro del piero	
sinclair	19890325	1.75	87		bath england	12237	scott sinclair	
david	19840827	1.8	66			7144	david bentley	
s. perrotta	19770917	1.78	72			10207	simone perrotta	
djimi	19800301	1.91	77			12304	djimi traore	
d. kuyt	19800722	1.84	64			2449	dirk kuyt	
joleon	19820816	1.9	89		birmingham england	12227	joleon lescott	
patrick	19760623	1.92	82			6665	patrick vieira	
aaron	19870416	1.78	98			10986	aaron lennon	
m. davies	19880218	0.76	85			11106	mark davies	
mutu	19790108	1.8	98			9669	adrian mutu	
cristian	19801026	2.02	81			6490	cristian chivu	
m. pantelic	19780915	1.83	61		belgrade yugoslavia	12325	marko pantelic	
s. kehl	19800213	1.88	83		fulda west germany	7742	sebastian kehl	
r. abbondanzieri	19720819	1.86	59			2293	roberto abbondanzieri	
naldo	19820910	1.95	88			12202	naldo	
gabriel	19800907	1.76	61			11889	gabriel milito	
marcos	19760717	1.77	76			6380	marcos senna	
max	19741118	1.74	97			6245	max tonetto	
nani	19861117	1.75	78		praia cape verde	12203	nani	
lucchini	19801002	1.86	76			51	stefano lucchini	
j. zanetti	19730810	1.78	75			2753	javier zanetti	
william gallas	19770817	1.8	183			10918	william gallas	
djibril cisse	19810812	1.82	77			12362	djibril cisse	
ivanovic	19840222	1.88	96		sremska mitrovica yugoslavia	12418	branislav ivanovic	
benzema	19871219	1.82	60		lyon france	4787	karim benzema	
kenny miller	19791223	1.78	90			2943	kenny miller	
buyten	19780207	1.96	96		chimay belgium	3500	daniel van buyten	
grafite	19790402	1.89	81			12199	grafite	
matthew	19790418	1.85	72			34	matthew upson	
tal ben-haim	19820331	1.8	78			12306	tal ben-haim	
given	19760420	1.83	73			2552	shay given	
emerson	19860223	1.91	67			12208	emerson	
m. domizzi	19800628	1.85	85			7168	maurizio domizzi	
taylor	19801128	1.71	94			8762	stuart taylor	
j. beattie	19780227	1.85	84			12410	james beattie	
r. gardner	19780925	1.75	74			3999	ricardo gardner	
j. tomasson	19760829	1.82	99			12228	jon dahl tomasson	
jamie carragher	19780128	1.85	66			12238	jamie carragher	
arnautovic	19890419	1.92	65			12326	marko arnautovic	
c. pizarro	19781003	1.85	75		lima peru	6314	claudio pizarro	
j. cole	19811108	1.76	73			8487	joe cole	
michael	19831118	1.81	102			12390	michael dawson	
zlatan	19811003	1.92	84		malmo sweden	12364	zlatan ibrahimovic	
stephen kelly	19830906	1.84	183			12411	stephen kelly	
nicola legrottaglie	19761020	1.19	73			7225	nicola legrottaglie	
andreas	19850301	1.85	62			3292	andreas ottl	
samir nasri	19870626	1.77	66		marseille france	1701	samir nasri	
j. baxter	19920207	1.75	74			10520	jose baxter	
b. friedel	19710518	1.91	92			8594	brad friedel	
l. young	19790719	1.83	78			12391	luke young	
david	19800705	1.93	94		sternberk czechoslovakia	2183	david rozehnal	
marko	19890313	1.68	64			8748	marko marin	
s. govou	19790727	1.75	66			3743	sidney govou	
dacourt	19740925	1.78	78			1665	olivier dacourt	
pasanen	19800924	1.87	76			1720	petri pasanen	
a. young	19850709	1.75	65		stevenage england	12229	ashley young	
h. viana	19830115	1.78	66		barcelos portugal	255	hugo viana	
glen	19840823	1.78	60			295	glen johnson	
clarence	19760401	1.76	76			3706	clarence seedorf	
m. owen	19791214	1.75	85			1422	michael owen	
